,timekeeper,Elapsed time (s),Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
6997,6995.0,67.39,-0.08198547363,0.2149963379,-0.830291748,-0.9831848145,-0.2462921143,0.02825927734,0.4868511558,0.2938452065,0.7402386665,0.08978448063,0.004105262924,-0.0007121292874,-289.7020264,-33.90538025,-111.7288361,-60.59455872,57.16622925,173.9717407
6998,6996.0,67.4,-0.07852172852,0.2191619873,-0.8351745605,-0.984588623,-0.2483825684,0.02494812012,0.5537667871,0.3606468737,0.6755422354,0.07388913631,0.01934413612,0.003441869281,-289.8605957,-34.05496216,-111.7189484,-60.90655518,57.2171936,174.1547394
6999,6997.0,67.41,-0.08949279785,0.2100830078,-0.8465576172,-0.9804992676,-0.2481536865,0.03282165527,0.6262399554,0.3370003998,0.6165066361,0.06541416049,0.04029469192,0.01371607836,-289.3864746,-34.02374268,-112.0791931,-60.86904907,57.32369995,173.9576874
7000,6998.0,67.42,-0.1105651855,0.2171020508,-0.8506011963,-0.9702301025,-0.244140625,0.04136657715,0.6823183894,0.2296137512,0.5719540715,0.0656253472,0.05231753364,0.02179877274,-289.3327637,-33.90733337,-112.2493591,-60.62776184,57.25694275,174.0906219
7001,6999.0,67.43,-0.1143798828,0.2457275391,-0.8563079834,-0.9581604004,-0.241607666,0.0503692627,0.7269756198,0.1333924085,0.500434339,0.06976629794,0.04318022728,0.01649774984,-288.9611206,-33.97084045,-112.0635529,-60.72129822,57.23652649,173.9666595
7002,7000.0,67.44,-0.1175231934,0.270980835,-0.8622589111,-0.9526672363,-0.2398376465,0.05584716797,0.7730951309,0.08952002972,0.4057400525,0.07615175843,0.02531760745,0.01357812714,-289.0941772,-34.00727844,-112.1567383,-60.90106201,57.14912415,173.9453583
7003,7001.0,67.45,-0.134552002,0.2916107178,-0.8539123535,-0.9545898438,-0.2375640869,0.05043029785,0.8063125014,0.06232303008,0.3372690976,0.08601956815,0.004644552711,0.01439545117,-288.2839966,-33.99456787,-111.9212341,-60.89923096,57.07385254,173.8557281
7004,7002.0,67.46,-0.1500091553,0.3168792725,-0.8335266113,-0.9562988281,-0.2356567383,0.04414367676,0.7946776748,0.04110882059,0.3044043779,0.08147329092,-0.006127400789,0.0223271437,-288.3731079,-34.00810242,-112.2980347,-61.04086304,57.15115356,173.8089905
7005,7003.0,67.47,-0.16796875,0.3391265869,-0.8277893066,-0.9576721191,-0.2321472168,0.03991699219,0.7651674747,0.04177807271,0.2719172537,0.07281428576,-0.01217437442,0.0294593554,-288.5118713,-33.99978638,-112.3158569,-60.71638489,57.32978821,173.9541473
7006,7004.0,67.48,-0.1925964355,0.3629608154,-0.8573455811,-0.9565429688,-0.2311096191,0.03605651855,0.7619852424,0.05149275064,0.2151360065,0.06060795486,-0.01912069693,0.0244792439,-288.0844116,-34.02392578,-112.7136078,-60.95619202,57.18933105,173.8292389
7007,7005.0,67.49,-0.193649292,0.4078216553,-0.89453125,-0.9603271484,-0.2313842773,0.03944396973,0.7751511335,0.04670012742,0.165831849,0.05240461975,-0.019137742,0.01464392338,-287.8817749,-34.01771545,-112.9150391,-61.09111023,57.217453,174.0603333
7008,7006.0,67.5,-0.1811676025,0.4527587891,-0.9212493896,-0.9645843506,-0.2289733887,0.04678344727,0.8066150546,0.0554805696,0.1124919206,0.0523295179,0.0007648598403,0.01564900018,-288.2439575,-34.17526245,-113.6546173,-60.94926453,56.87060547,173.969986
7009,7007.0,67.51,-0.171661377,0.4876556396,-0.9328460693,-0.9609069824,-0.2229156494,0.05204772949,0.8286785483,0.05314524472,0.09785918146,0.06210331991,0.01323617715,0.01551424526,-287.9088135,-34.38433838,-113.8311462,-60.77639771,56.98805237,173.9531097
7010,7008.0,67.52,-0.1617279053,0.5247039795,-0.9161682129,-0.9543914795,-0.2184448242,0.05844116211,0.7932521105,0.06170544028,0.1224926263,0.07807988673,0.004114584066,0.01057701092,-287.8184814,-34.23669434,-114.1133423,-60.94364929,56.93759155,173.9269562
7011,7009.0,67.53,-0.1651000977,0.5416717529,-0.8983154297,-0.9566040039,-0.2201843262,0.06007385254,0.750705719,0.1321359277,0.1224076748,0.09871219844,0.003426423064,0.00677188579,-287.4144287,-34.7013855,-114.3900757,-61.06613159,57.00444031,173.9046173
7012,7010.0,67.54,-0.1928863525,0.5338439941,-0.901550293,-0.9609222412,-0.2240753174,0.05355834961,0.7381632924,0.2123242468,0.07949215919,0.1232385784,-0.001365668955,0.01168461889,-287.6001587,-34.86195374,-114.9293213,-60.77658081,56.8682251,173.7439117
7013,7011.0,67.55,-0.2217712402,0.5314483643,-0.8884735107,-0.9630584717,-0.2263793945,0.04098510742,0.711351335,0.2616571784,0.0490514338,0.1250255555,-0.007603857666,0.02324380353,-288.3671265,-35.03077698,-115.3151093,-60.80436707,56.8918457,173.743103
7014,7012.0,67.56,-0.2239990234,0.526473999,-0.864151001,-0.9654388428,-0.2329101563,0.03173828125,0.6621297598,0.2791061997,0.05472742766,0.1148741245,-0.01302259136,0.03031343035,-288.1628113,-35.28393555,-115.8476105,-61.27653503,56.94493103,173.7922363
7015,7013.0,67.57,-0.2366790771,0.5070037842,-0.8568572998,-0.966583252,-0.2362518311,0.03227233887,0.6193079948,0.2819097042,0.07411257923,0.102188684,-0.0146593703,0.03550233319,-288.6125488,-35.32594299,-116.5421753,-61.00617981,56.95292664,173.8033295
7016,7014.0,67.58,-0.2588500977,0.4961395264,-0.8597564697,-0.9629516602,-0.2406005859,0.03294372559,0.5768969059,0.3288519084,0.06198214367,0.09545914084,-0.0170879066,0.03894553334,-288.627594,-35.55024719,-116.8711853,-60.85784912,56.75679016,173.7822113
7017,7015.0,67.59,-0.2378692627,0.5019073486,-0.9039306641,-0.960647583,-0.2419891357,0.02861022949,0.5743479729,0.3823234141,0.0164197199,0.08646671474,-0.0170144029,0.02962207422,-288.6738586,-35.64610291,-117.7162781,-60.956604,56.99562073,173.6128998
7018,7016.0,67.6,-0.1607818604,0.5305480957,-0.9562835693,-0.9572143555,-0.2455749512,0.03150939941,0.5874390006,0.3937475681,0.001177649829,0.08353190869,-0.01271020249,0.01642877422,-289.0544434,-35.83132935,-118.4905853,-60.85224915,57.04867554,173.5554199
7019,7017.0,67.61,-0.1359558105,0.5647277832,-0.9776611328,-0.9629821777,-0.2464904785,0.03407287598,0.5614111423,0.3661912978,0.02241742425,0.08648562431,-0.0002862898109,-0.003837082535,-288.7930908,-36.00688171,-119.0404053,-60.68379211,57.0506134,173.7664948
7020,7018.0,67.62,-0.1332550049,0.5735168457,-0.9830780029,-0.9687042236,-0.2467346191,0.03108215332,0.5103644729,0.2226740867,0.1305817068,0.09568657726,0.005978796631,-0.01033652667,-289.0090942,-36.71585083,-119.5994568,-60.60913086,56.98025513,173.7450104
7021,7019.0,67.63,-0.100112915,0.5978088379,-0.8697357178,-0.9752349854,-0.2467956543,0.02252197266,0.4218021035,0.3314090967,0.1925071329,0.09349426627,-0.0003496730351,-0.01126676891,-289.5169678,-37.27149963,-120.4202881,-60.85134888,57.05296326,173.5030518
7022,7020.0,67.64,-0.111831665,0.6387939453,-0.7213287354,-0.9844818115,-0.2529296875,0.02035522461,0.3785017729,0.7011043429,0.1800238341,0.08465416729,0.002481000964,-0.001801095787,-289.9489136,-37.61955261,-121.440567,-60.7199707,57.12158203,173.663559
7023,7021.0,67.65,-0.1253814697,0.6998748779,-0.6713409424,-0.9893035889,-0.259475708,0.02348327637,0.4179027081,0.791929543,0.1992278844,0.0814538449,0.01046009734,0.02687049657,-290.3490906,-37.74804688,-121.6283417,-60.68980408,56.943573,173.6507416
7024,7022.0,67.66,-0.05027770996,0.7654266357,-0.7107391357,-0.9816436768,-0.2623901367,0.02607727051,0.536011517,0.565998137,0.3294897377,0.07638531923,0.01300394908,0.04837898538,-291.5282593,-38.43226624,-122.2570801,-60.93719482,57.01208496,173.6292114
7025,7023.0,67.67,0.005355834961,0.8189697266,-0.7502593994,-0.971496582,-0.267074585,0.02656555176,0.7167887092,0.2747846842,0.5634806752,0.07308460027,0.006340453867,0.06127640605,-291.1405029,-38.79403687,-122.601532,-61.02493286,56.97323608,173.671814
7026,7024.0,67.68,0.05142211914,0.7604522705,-0.6636199951,-0.9616851807,-0.2744140625,0.02572631836,0.9813452959,0.4332973659,0.2619855404,0.06483785063,0.007252320182,0.06426287442,-291.8571777,-39.22129822,-123.9853668,-60.95057678,56.90031433,173.5285492
7027,7025.0,67.69,-0.2528533936,0.5257263184,-0.6575317383,-0.9528808594,-0.2768707275,0.02528381348,1.201083779,0.441107899,0.1337687224,0.05850219354,0.0034871432,0.06401946396,-292.4262695,-39.68383789,-124.3447266,-60.87207031,56.95523071,173.6599579
7028,7026.0,67.7,-0.4405517578,0.5475158691,-0.6594543457,-0.9467163086,-0.2789306641,0.02252197266,1.113140106,0.3148769736,0.09495687485,0.04173466191,-0.008429969661,0.05706275254,-293.184082,-40.57444763,-125.0838165,-60.68528748,56.80021667,173.7673187
7029,7027.0,67.71,-0.2723846436,0.6319274902,-0.6340484619,-0.9515380859,-0.2780151367,0.01853942871,0.9284399748,0.3299448788,-0.07762608677,0.02018596232,-0.006012618542,0.04806127027,-293.2745972,-40.79257202,-125.4091187,-61.03065491,57.02406311,173.6977844
7030,7028.0,67.72,-0.4281921387,0.667678833,-0.6640472412,-0.9541931152,-0.274307251,0.02395629883,0.8017896414,0.2645946443,-0.01250940003,0.005303685088,0.008235825226,0.0504890047,-293.8986206,-41.2802887,-126.2087708,-60.9576416,57.06997681,173.7059479
7031,7029.0,67.73,-0.4916229248,0.6622619629,-0.724822998,-0.9484863281,-0.2676239014,0.02569580078,0.8322431445,0.1217892841,-0.108481735,-0.004700745456,0.02454875223,0.05595194921,-294.2366028,-41.4160614,-126.8909302,-60.88298035,56.97137451,173.6760254
7032,7030.0,67.74,-0.3970794678,0.6678619385,-0.8198852539,-0.9399414063,-0.2611846924,0.0318145752,0.8882044554,0.02541348152,-0.07845406234,-0.009838249534,0.02922339924,0.05188050866,-294.7138977,-42.11465454,-127.4583893,-60.97866821,56.87411499,173.6104126
7033,7031.0,67.75,-0.3618011475,0.7178649902,-0.8675079346,-0.9416656494,-0.257522583,0.03895568848,0.8239780664,0.082284756,-0.0443235226,-0.003012834117,0.0344530493,0.04706018791,-295.2480469,-42.42433167,-127.800354,-60.9019928,57.03363037,173.6542664
7034,7032.0,67.76,-0.4214630127,0.7423248291,-0.9099731445,-0.939453125,-0.2531585693,0.03936767578,0.6588582993,0.06502134353,0.009021458216,0.01407027896,0.04286624119,0.05873628333,-295.5697021,-43.00073242,-128.3808289,-61.04144287,57.10777283,173.8245239
7035,7033.0,67.77,-0.3547515869,0.7650756836,-0.9085540771,-0.9281463623,-0.2513427734,0.03434753418,0.4686516225,0.04486653954,-0.002634132514,0.02372690104,0.04285106063,0.0741456002,-295.4818726,-43.74913025,-128.6873932,-60.83401489,57.25881958,173.7430725
7036,7034.0,67.78,-0.2473602295,0.7695159912,-0.8803100586,-0.921295166,-0.2551269531,0.02627563477,0.3815199137,0.06728024036,0.006424077321,0.02055614069,0.01073200628,0.07687933743,-296.4378052,-43.88427734,-129.3487854,-60.97659302,57.22465515,173.5958862
7037,7035.0,67.79,-0.2430725098,0.7651062012,-0.8494110107,-0.9247283936,-0.2629089355,0.01922607422,0.4057938457,0.1733275801,-0.0003081277246,0.0119437445,-0.02523744665,0.08522248268,-296.2047119,-44.58650208,-129.6146545,-60.89846802,57.22544861,173.7051697
7038,7036.0,67.8,-0.291595459,0.7857513428,-0.825088501,-0.9262542725,-0.2666625977,0.0103302002,0.4879214764,0.3791158795,0.001379517489,0.009421464987,-0.04242309183,0.09530308098,-297.4653931,-45.16555786,-129.8617401,-61.08605957,57.0057373,173.7828217
7039,7037.0,67.81,-0.3184509277,0.8334197998,-0.7881317139,-0.9198303223,-0.2686920166,0.001037597656,0.4942254424,0.5605959296,0.03979641572,-0.008642223664,-0.06701844931,0.09678326547,-297.6480713,-45.4692688,-130.5477295,-60.79216003,57.25767517,173.7722321
7040,7038.0,67.82,-0.3023529053,0.8379821777,-0.7196960449,-0.9261627197,-0.27293396,7.629394531e-05,0.4127849042,0.6272551417,-0.02526381053,-0.02344806865,-0.08646778017,0.0834845081,-297.9308167,-46.05819702,-130.5534668,-60.74876404,56.97399902,173.8073425
7041,7039.0,67.83,-0.2437744141,0.7967681885,-0.6553955078,-0.9372253418,-0.2802429199,0.002166748047,0.3377745748,0.5097506046,-0.1289542466,-0.02560655959,-0.06819423288,0.07319538295,-298.1681213,-46.24362183,-131.0484924,-60.81600952,57.12872314,173.586853
7042,7040.0,67.84,-0.2914733887,0.7772216797,-0.6066894531,-0.9393005371,-0.2829437256,0.00276184082,0.3473731279,0.3809846342,-0.1508739293,-0.02810886689,-0.03446529806,0.07114368677,-298.9082336,-46.92219543,-130.9094238,-60.70466614,57.08216858,173.6527252
7043,7041.0,67.85,-0.3095550537,0.7982940674,-0.5803527832,-0.9335327148,-0.2881469727,0.004531860352,0.4452144802,0.318487972,-0.1428820491,-0.03755855933,-0.003604854923,0.06175950542,-298.9967041,-47.29696655,-131.7487488,-61.19914246,57.04191589,173.4771423
7044,7042.0,67.86,-0.3290252686,0.7739715576,-0.6145935059,-0.9255218506,-0.297088623,0.006317138672,0.5557793379,0.1551046371,-0.147148177,-0.05407841504,0.004708468914,0.04996675998,-299.5349731,-47.53945923,-131.8028259,-61.14196777,57.1552887,173.927475
7045,7043.0,67.87,-0.5600280762,0.7717590332,-0.6552581787,-0.9235534668,-0.3046112061,0.009735107422,0.5456510782,0.1627652198,-0.08215612173,-0.07163956761,-0.009560481645,0.04025421292,-299.4875488,-47.74378967,-132.2158966,-60.89413452,57.28007507,173.5278015
7046,7044.0,67.88,-0.4630279541,0.8307342529,-0.6862792969,-0.9309082031,-0.3093719482,0.008819580078,0.3957995176,0.2862551808,-0.05802495405,-0.09826105833,-0.02693334594,0.03116244636,-300.5322571,-48.76196289,-132.1834564,-60.74172974,57.20645142,173.7906494
7047,7045.0,67.89,-0.3946380615,0.8540039063,-0.6695709229,-0.9365844727,-0.3076324463,0.0179901123,0.1941998303,0.2752824426,-0.01301380247,-0.1279720813,-0.05047276244,0.04147553816,-300.4557495,-48.94487,-132.6275787,-61.12419128,57.26475525,173.5253601
7048,7046.0,67.9,-0.3810577393,0.8346252441,-0.5768737793,-0.9443359375,-0.3025665283,0.02830505371,0.100890398,0.2187714875,0.009724532254,-0.1450842172,-0.06791486591,0.05421610177,-301.1598511,-49.51260376,-132.6547394,-60.85198975,57.24429321,173.8519592
7049,7047.0,67.91,-0.407989502,0.7763061523,-0.5277404785,-0.9488983154,-0.2946777344,0.04118347168,0.2156625241,0.1290993989,0.006650179625,-0.1519272178,-0.06560298055,0.07781250775,-301.4670105,-49.63813782,-132.9924164,-60.70736694,57.20046997,173.6309509
7050,7048.0,67.92,-0.4471282959,0.7486877441,-0.5130157471,-0.9491271973,-0.2872619629,0.05029296875,0.4235408902,-0.004265052266,0.008900283836,-0.1476573646,-0.05225761235,0.1017942727,-302.0813599,-50.21388245,-133.0996399,-60.96429443,57.36100769,173.6427002
7051,7049.0,67.93,-0.4204711914,0.7751464844,-0.5184173584,-0.938873291,-0.2800750732,0.05291748047,0.5477285981,-0.1663013548,-0.001102016075,-0.1449776888,-0.02735119686,0.1121763363,-302.6283875,-50.23065186,-133.0045319,-60.78067017,57.41177368,173.700943
7052,7050.0,67.94,-0.3705291748,0.8053588867,-0.5479431152,-0.9212799072,-0.2801971436,0.06158447266,0.5638463497,-0.2946574688,-0.01914147101,-0.1508329213,-0.01412727032,0.1011724249,-303.0003662,-51.09521484,-133.1264954,-60.80763245,57.36222839,173.75354
7053,7051.0,67.95,-0.3854980469,0.7985229492,-0.583984375,-0.9132080078,-0.277557373,0.07205200195,0.5478314161,-0.3133789599,-0.005175587256,-0.1522201598,0.002272475278,0.07588624209,-303.5606079,-51.1913147,-133.3363953,-60.9725647,57.32292175,173.8296661
7054,7052.0,67.96,-0.4148864746,0.7643890381,-0.6828460693,-0.9057312012,-0.2675170898,0.07801818848,0.5777789354,-0.3261046112,-0.0009278453072,-0.1494131833,0.01571051963,0.04401858896,-303.6221924,-51.67868042,-132.9811401,-60.45329285,57.31632996,173.7062683
7055,7053.0,67.97,-0.3866119385,0.7767486572,-0.7756500244,-0.903793335,-0.2535705566,0.08241271973,0.6144426465,-0.3183929026,0.03061862849,-0.1516670287,0.01728977449,0.0156015968,-304.2677612,-51.99333191,-132.9880676,-60.47373962,57.34616089,173.7505035
7056,7054.0,67.98,-0.3441162109,0.8553009033,-0.7866821289,-0.9070281982,-0.2416534424,0.09239196777,0.572294414,-0.1512379944,0.04564871266,-0.1441017836,0.02183019742,-0.00963957794,-304.7625732,-52.50802612,-133.0653534,-60.37750244,57.45025635,173.7346497
7057,7055.0,67.99,-0.3704986572,0.9096374512,-0.794418335,-0.9130401611,-0.2287902832,0.1031494141,0.4882777929,0.004681837279,0.08879644424,-0.1226569414,0.0251740627,-0.02065228112,-305.4100342,-52.68887329,-132.9295349,-60.77125549,57.39675903,173.5757599
7058,7056.0,68.0,-0.3615722656,0.8958740234,-0.7836608887,-0.9166564941,-0.2151031494,0.1098175049,0.4167716503,0.1187466234,0.1348792613,-0.09061938524,0.02401372418,-0.03415370733,-305.8835449,-52.53068542,-132.9328461,-60.66386414,57.28143311,173.6242065
7059,7057.0,68.01,-0.3412017822,0.8414764404,-0.7328491211,-0.9268798828,-0.2074279785,0.1132354736,0.3809414804,0.2516215742,0.166281119,-0.05280249566,0.02397324331,-0.03915352747,-305.6975708,-52.77664185,-132.8924866,-60.64326477,57.33091736,173.6511688
7060,7058.0,68.02,-0.3065338135,0.7904205322,-0.6855926514,-0.9337768555,-0.2059020996,0.1157989502,0.3540014923,0.2181112915,0.1761979312,-0.009392702952,0.03450551257,-0.03136218339,-306.0507202,-53.05845642,-132.7326508,-60.9881134,57.34840393,173.7104187
7061,7059.0,68.03,-0.3180999756,0.7431488037,-0.6784210205,-0.9340820313,-0.2113952637,0.1180267334,0.3566539884,0.1223091334,0.1573014706,0.03303038701,0.04697043821,-0.0154287573,-306.6942139,-53.17172241,-132.7303467,-60.72819519,57.36158752,173.5710297
7062,7060.0,68.04,-0.3429718018,0.7146148682,-0.7101287842,-0.9276885986,-0.2171020508,0.1156616211,0.4006824493,0.1763622463,0.1049655676,0.07691475749,0.04561489075,-0.006013151258,-307.3765259,-53.2431488,-132.5239716,-61.21347046,57.39393616,173.6410217
7063,7061.0,68.05,-0.3258514404,0.7157592773,-0.7801055908,-0.922454834,-0.2266082764,0.1059875488,0.392051667,0.1396966428,0.0589858219,0.1090375409,0.02751098573,-0.003880225588,-307.65625,-53.4702301,-132.5259247,-60.69641113,57.37492371,173.5823212
7064,7062.0,68.06,-0.2638702393,0.7238464355,-0.8095855713,-0.923324585,-0.2397155762,0.09776306152,0.2672047913,0.1067149937,0.06326977909,0.1307260543,0.007250988856,-0.01189314481,-307.756897,-53.59213257,-132.4159241,-60.99876404,57.41506958,173.4973907
7065,7063.0,68.07,-0.2088317871,0.7106628418,-0.803527832,-0.9321136475,-0.2503204346,0.08668518066,0.1121656895,0.2148835361,0.101951398,0.1484999955,-0.004002464935,-0.02413116954,-308.4509888,-53.31869507,-132.2528381,-60.69369507,57.35400391,173.6435699
7066,7064.0,68.08,-0.2344360352,0.6553192139,-0.8195037842,-0.9441986084,-0.2584991455,0.07246398926,0.05892137438,0.3464389145,0.1158488393,0.157975778,-0.006397712044,-0.02575649507,-308.4399414,-53.37760925,-132.1552124,-60.82647705,57.41331482,173.6508484
7067,7065.0,68.09,-0.2678070068,0.6071624756,-0.8052368164,-0.9540252686,-0.2642822266,0.06181335449,0.08404403925,0.440013051,0.1091240868,0.1600826085,-0.0004327636852,-0.01812360995,-308.6029663,-53.34112549,-131.8144836,-60.92488098,57.46424866,173.5733643
7068,7066.0,68.1,-0.2537536621,0.6200561523,-0.7047576904,-0.9571075439,-0.2695159912,0.05461120605,0.07033780962,0.6049407721,0.1019822881,0.160575822,0.01344017498,-0.008687498048,-308.5143433,-53.42269897,-131.464798,-60.55770874,57.28886414,173.5457306
7069,7067.0,68.11,-0.2316894531,0.666885376,-0.5788879395,-0.9601745605,-0.2791290283,0.04901123047,0.01011575107,0.7825243473,0.0533423163,0.1609571874,0.02228479832,-0.004345213529,-308.8349915,-53.35668945,-131.3584595,-60.77677917,57.33828735,173.4713898
7070,7068.0,68.12,-0.2411499023,0.6867523193,-0.4768981934,-0.9587249756,-0.2877807617,0.04365539551,-0.02016039565,0.8713428974,-0.05246587098,0.1551246047,0.02083231136,-0.002903378103,-309.592041,-53.15470886,-131.0915222,-60.78819275,57.48539734,173.6627655
7071,7069.0,68.13,-0.2570800781,0.6508026123,-0.4286956787,-0.962097168,-0.2920074463,0.03408813477,0.0568837896,0.7272940874,-0.1428703368,0.1458152533,0.01462554839,-0.0001749696821,-309.2921143,-53.26068115,-131.0761414,-60.78834534,57.30477905,173.4272461
7072,7070.0,68.14,-0.2845153809,0.5897064209,-0.4501342773,-0.9625396729,-0.2941894531,0.02719116211,0.2384072393,0.4485415816,-0.2179472446,0.1317039728,0.01404710952,0.002761964453,-309.7216187,-52.54031372,-130.5449219,-60.58808899,57.45367432,173.5092926
